52.082081,48.028027,50.050049,50.220219,44659000,50.220219
54.594593,50.300301,50.555557,54.209209,22834300,54.209209
56.796795,54.579578,55.430431,54.754753,18256100,54.754753
55.855854,51.836838,55.675674,52.487488,15247300,52.487488
54.054054,51.991993,52.532532,53.053055,9188600,53.053055
54.02903,52.382381,52.527527,54.00901,7094800,54.00901
54.364365,52.8979,54.104103,53.128128,6211700,53.128128
52.797798,51.056057,52.692692,51.056057,5196700,51.056057
51.906906,51.13113,51.201202,51.236237,4917800,51.236237
51.536537,49.884884,51.401402,50.175175,9138200,50.175175
51.236237,49.51952,49.644646,50.805805,15118600,50.805805
50.920921,49.709709,50.525524,50.055054,5152400,50.055054
51.051052,49.854855,50.555557,50.840839,5847500,50.840839
51.566566,50.300301,50.420422,51.201202,4985600,51.201202
51.406406,50.550552,51.316315,51.206207,4061700,51.206207
53.333332,50.700699,50.850849,52.717716,8698800,52.717716
54.259258,53.283283,53.36837,53.803802,7844100,53.803802
56.056057,53.448448,53.778778,55.8008,10828900,55.8008
57.172173,55.155155,55.335335,56.056057,10713000,56.056057
57.957958,55.880882,56.226227,57.042042,9266300,57.042042
58.803802,56.831833,57.267269,58.803802,9472500,58.803802
60.860863,58.443443,58.533535,59.739738,10628700,59.739738
60.270271,58.813812,59.964966,58.978977,7228700,58.978977
59.894894,58.463463,58.758759,59.249249,7581200,59.249249
61.376377,58.568569,59.479481,60.47047,8535600,60.47047
62.112114,59.939941,60.530529,59.974976,9123400,59.974976
60.5005,58.958958,59.83984,59.18919,7066100,59.18919
63.763763,60.165165,60.710712,63.493492,16929000,63.493492
67.577576,63.178177,63.413414,65.605606,30516400,65.605606
66.216217,64.564568,65.015015,64.864868,13758000,64.864868
67.187187,64.514511,65.465462,66.356354,15124800,66.356354
68.503502,67.082085,67.692696,67.597595,13022700,67.597595
69.334335,66.186188,67.3974,69.254257,14973200,69.254257
69.294296,68.068069,68.843842,68.608612,13381400,68.608612
70.01001,68.343346,68.528526,69.494492,14115000,69.494492
69.909912,68.578575,69.429428,68.933937,11069500,68.933937
69.499496,66.991989,68.568565,67.697701,10472100,67.697701
68.873871,66.766769,67.287285,68.768768,11665500,68.768768
71.846848,70.110107,71.731735,70.520523,19766200,70.520523
71.261261,69.34935,70.575577,71.071068,10442100,71.071068
72.822823,71.046043,72.537537,72.127129,13194700,72.127129
74.674675,70.675674,71.671669,74.654655,14036300,74.654655
76.276276,73.748749,75.325325,74.044044,18109800,74.044044
74.569572,69.869873,74.089088,70.315315,22722600,70.315315
