-6.4045, -0.3038, 7.7142, -7.1980, -1.0043, 5.1071, -1.2806, -74.0457
2.7400, -1.3687, -0.3472, -2.5289, 1.9077, -0.5143, 2.7957, -9.8835
-3.9394, -9.0342, 4.5333, -1.3193, -8.7689, -0.2157, -5.5907, 66.8950
2.5845, 3.3372, -2.0751, -7.5738, 3.1924, 4.1046, -10.6820, 26.9805
4.2664, -5.7395, 3.1920, 0.7666, 3.0283, 1.9296, 1.7734, -47.6510
5.9757, 4.7364, -8.9458, 3.2674, 5.1775, -0.0430, 2.5483, 13.7924
4.0951, -0.8850, -1.4676, -3.4428, 8.0868, 1.1664, 11.5136, -108.8900
2.4674, -0.1257, 7.6977, 1.5052, 1.5996, 3.4658, 1.6717, -76.4619
-3.9915, -0.2267, 0.0566, -0.4294, 8.9193, -3.7299, -0.3041, -18.5254
-2.7566, -6.0884, 0.5322, 3.1031, 4.7976, -0.6811, 2.7554, -38.8136
-0.2614, 0.6364, -2.2713, -0.0385, -4.6437, 5.7642, 10.6998, -69.7101
2.3403, 1.6523, 1.5066, 4.1520, -1.0338, -0.9266, 11.8293, -50.7013
8.5473, 6.7588, 0.7705, -2.9272, -1.1118, 0.7263, -5.2864, 49.9510
-0.2621, 3.7950, -1.4495, -4.3471, -0.6901, 3.4732, -2.1791, -1.2164
1.4114, -5.9347, 2.5564, -0.2511, 0.2381, 2.1339, 5.9495, -58.6651
2.8492, 8.7569, -3.9969, -1.8047, 4.2477, 1.3629, 0.4367, -9.4733
8.2463, -4.3525, 3.3805, 1.6846, 5.8063, -0.5106, -1.4202, -17.7064
3.2446, -1.4359, 6.5214, -2.3760, -3.7990, 5.2591, 2.1583, -57.4504
-0.0836, 8.6302, 1.9446, -1.6125, -5.4178, -1.3461, -2.2296, 58.3432
-4.1292, -0.0152, -1.9077, -2.4442, -1.2878, 8.6890, 10.4044, -123.7956
-4.1847, 0.7741, 0.0520, -0.4720, -8.1409, 4.6041, -7.0285, 50.3113
-2.3027, -1.6293, -6.9583, 5.1402, 3.4137, -1.2792, 7.3451, -15.0783
2.2713, -3.3878, 4.2673, 0.5756, 4.2265, -2.2130, 4.8366, -43.5654
-3.7694, -6.1179, 3.7044, -0.7269, -1.5746, -2.6933, 0.2895, 16.4979
-5.0693, -4.1847, 2.6713, 4.7182, -0.0215, 1.5384, -2.2349, -14.6596
2.7562, -0.5201, -3.7440, 6.6939, -1.3721, -2.7567, 5.6004, 30.7583
-2.5468, 2.5211, -4.5048, 5.4347, -5.6909, -1.2431, 7.0468, 29.8486
7.9364, -4.7522, -4.9214, -3.1323, 5.6500, 2.0337, 4.6634, -38.1912
0.2987, 2.7755, -0.5703, -0.1761, -6.9753, 2.1288, -3.3877, 54.2929
2.2268, 1.2347, -2.8820, -1.0968, 0.9016, 5.9826, -0.0801, -35.0906
1.3921, 2.6910, -5.0674, 7.7462, 0.1188, 3.5926, -1.4426, 9.9266
4.0676, -3.4491, -4.0344, -7.0442, 0.0606, -2.1284, 8.1140, 2.7968
4.7162, -3.5528, 0.1162, -0.6031, 0.8363, 1.4253, -5.7614, 29.6889
-2.4807, -4.6337, -2.0785, -0.7263, 2.5140, -7.3599, -1.9953, 76.4709
-4.3075, -0.9830, -0.0687, 4.0892, 3.9751, -7.3905, -0.6580, 48.3257
-7.0258, -1.5076, 1.3320, -5.2259, -4.5499, 1.2862, 2.1106, -7.9808
6.3407, 1.4765, -5.3381, 1.7460, -4.9925, -1.4681, 4.6000, 60.5192
-0.7072, 2.8124, 3.6335, 2.1814, 3.1433, 4.7901, -5.9370, -38.2116
-4.0375, -7.5821, -3.9216, -0.5766, -3.8261, -0.6076, 4.0646, 23.5014
5.5588, 5.0387, 0.8606, 1.5896, -3.8852, 5.5591, -1.9024, -2.5784
0.5799, 1.2319, -2.2840, -3.6162, -6.8827, -6.2081, -1.5418, 127.2293
-5.6634, -5.0018, 3.4573, -1.6029, -1.6386, 3.6983, -0.3346, -40.7409
2.3845, -4.1482, 0.9680, 1.6791, 7.0133, -5.7062, -0.4204, 17.3885
-3.7951, -0.4566, 4.1033, 0.0613, 8.6898, 2.1431, -2.3058, -77.5027
1.0664, -3.0321, 6.9262, 0.6164, -5.7092, 2.3494, -0.8651, -5.7053
7.5873, 0.0092, -4.3030, -0.3571, 2.3539, 0.5994, 3.3053, 0.8176
-0.9733, -4.4495, -1.2472, -3.2233, -0.6493, -1.3288, -9.3987, 83.0870
2.9880, 1.0331, 5.6083, 4.6108, 5.9265, 0.8289, 3.3210, -77.8268
-2.2128, -1.1906, 7.5922, -1.4128, -7.8294, -7.8193, -0.6145, 89.7313
-2.3191, -1.7981, 4.6616, -6.4460, 7.5155, 6.1049, -2.9836, -103.6542
7.5806, 3.5557, -6.3524, 5.4805, -5.5323, 0.8809, 2.7552, 60.6811
5.8250, 7.4058, 5.1849, 0.4110, 5.2651, -0.3432, 7.1486, -79.1792
-5.8583, -1.6045, 0.7030, -3.6654, 5.6478, 3.3842, 1.8856, -83.2465
1.8618, -0.0380, -0.8340, -2.6820, 4.9288, 3.8794, -0.5265, -48.3859
-4.5468, -5.9687, 5.1950, -1.4955, 0.9709, 1.4727, -7.2660, -1.9571
6.2225, 0.3246, 1.2578, -4.7209, -3.5403, -1.4945, -1.9588, 58.5673
3.7757, 5.3595, -3.2094, 2.0863, -0.9891, -1.7875, -6.7219, 90.9151
6.4507, -3.7118, -0.2364, -2.1767, -0.5578, 0.8948, -3.4015, 33.4793
-8.6565, 2.5769, 0.6476, 2.1598, -5.1636, -2.6939, 0.6936, 42.1410
6.8858, 7.0744, -4.2102, 6.4151, -1.3735, 4.2365, -14.0927, 94.3907
-0.8731, -4.1314, -3.9773, 2.6691, -5.9366, -0.3738, -12.2706, 138.2468
-4.1009, -3.9345, -0.9689, -5.8793, 1.9552, 1.8900, -0.3227, -23.1205
2.4360, -2.0085, -3.8244, -4.2490, 3.5316, -4.8825, -7.9889, 99.0281
3.6323, 2.5888, 7.5986, 6.5284, 3.9008, -3.7463, -4.6390, 16.1617
-0.3690, -4.9601, -2.5830, 4.1016, -2.8034, -2.7096, 2.8264, 44.3145
3.3809, -5.6589, 3.9550, -0.6247, 8.0103, -5.3320, 7.6922, -53.0251
0.8595, 1.6184, -1.1843, 2.2863, 2.4817, 6.7198, -5.7913, -27.5016
-0.4945, 7.5853, -0.4808, -2.4089, 1.1919, -4.2141, 2.3550, 25.9503
-6.9025, 0.6311, -6.2309, 0.8511, -1.7210, -6.7851, 5.6033, 64.9641
5.0548, -0.2375, -5.9210, -4.4860, 5.7634, -4.6831, 0.9871, 45.4606
-0.9448, 1.1362, -0.3731, -4.8374, -5.1364, 5.8746, 0.4964, -18.0067
0.7245, -8.4040, -5.1427, -3.1375, 4.6487, 1.9156, 3.0865, -32.9665
1.5531, -0.4356, -0.5718, -0.4116, 1.8148, -3.8577, -0.9649, 43.6742
-2.7343, -0.3675, -2.0568, -5.8131, 2.6636, 2.1724, 0.4897, -26.7996
0.1486, -2.7778, -4.8795, 7.4099, -2.4430, 1.4893, 1.2257, 25.5741
4.4131, -2.1115, -0.7369, 5.1096, 1.9334, 1.1576, 2.7652, -20.3133
3.2073, 0.5034, -3.4719, 5.0775, 6.9550, -0.0852, -8.7590, 40.5799
-3.3761, 1.1518, 3.3520, 1.0560, -0.3013, 1.9916, 7.5442, -75.7316
-3.0727, -1.4781, 3.6856, -3.9516, 3.6345, 5.8733, 1.4803, -100.6787
-0.4986, 2.7883, 4.7024, -3.6976, 1.6215, -4.3612, -7.6209, 59.6587
0.6151, 4.3965, -2.5978, 7.1072, -4.6480, -2.5835, 4.9856, 44.8380
-1.8084, -8.2281, 4.4647, -7.7298, 1.6743, -8.0811, -8.0245, 92.8195
-5.2052, -0.1720, 0.6274, -2.5219, -7.2308, -2.7451, 1.2107, 58.1008
3.9015, -1.4910, 2.8338, 2.4585, -9.1445, 1.0210, 5.5040, 14.7557
-3.4450, 0.2504, 3.2319, 0.0753, -0.8419, 5.2937, -8.2072, -8.0121
2.0536, 1.4339, 3.4920, -1.1338, -8.1490, 4.6815, 3.9880, -22.6691
-5.5110, -0.3114, -1.8986, 0.6118, -3.3548, -3.7225, 3.7346, 40.5817
-4.2378, -2.9513, 2.2528, 4.4277, -3.3289, -2.8301, 3.7550, 14.3666
-0.5514, -4.8710, 1.1970, -1.6114, 3.3171, -3.5421, -4.3096, 38.4444
1.3740, -5.1863, -0.3840, -7.4491, -1.6333, -3.3979, 3.1953, 31.8407
1.8231, -4.7104, -3.4427, 2.7939, -0.7442, 1.6811, -0.0024, 15.6890
-0.6647, -4.3595, -0.2205, -1.5485, -3.6849, -1.1678, -12.8274, 115.9786
-2.3066, 7.6102, -1.2584, -4.8684, -2.5908, 7.5498, 8.1737, -92.0192
-0.2603, -2.4969, -4.8123, 3.4402, -8.9052, 3.3934, -3.0767, 71.2689
-2.3735, -2.6789, -3.3820, 1.4044, 0.0410, 0.6928, -0.9202, 18.0068
-6.5740, -1.5098, 0.4969, 0.3398, 4.5036, -2.0675, 3.8420, -37.1855
3.5715, 1.3712, -2.7705, -3.3000, 1.2965, -4.2530, 11.2781, -9.7952
-1.9883, 3.5806, 5.4524, 1.7766, -1.0955, 2.5455, 1.8028, -48.1417
-0.4121, 1.4145, -0.0727, 1.6429, -8.8735, 1.2344, -0.8622, 56.4596
2.8960, 0.0169, 0.3809, 6.1376, 1.7520, -2.9483, -3.0728, 46.0382
-1.0046, 0.3026, 2.1802, -2.2593, 3.0475, -2.0993, 3.3167, -23.5660
1.4372, -1.7559, -1.8947, 0.7579, -1.1792, -0.4012, -7.2115, 73.0438
-3.1418, -5.7359, -1.3387, 3.6880, -2.3497, -2.5542, -8.8872, 99.8405
-7.3811, -7.0671, 0.6184, -1.4843, 0.0060, 2.2951, 0.1136, -30.5077
-1.1427, 1.0951, -1.1782, -0.1869, -1.9964, -2.9210, 6.9149, 9.3635
-2.5901, -2.9718, -5.2148, 5.9768, -0.3275, 0.4744, -2.0618, 38.9834
