-0.9520, 10.8909
0.0296, 2.3172
0.9710, -5.9049
4.9616, -40.7580
-6.4885, 59.2454
-7.2172, 65.6104
3.0002, -23.6273
-1.9961, 20.0094
1.5493, -10.9558
0.2087, 0.7529
2.0373, -15.2178
1.7270, -12.5074
-3.2024, 30.5452
3.5472, -28.4053
-0.9095, 10.5193
-1.8986, 19.1579
-3.2522, 30.9804
-1.5927, 16.4866
-6.9757, 63.5009
5.1357, -42.2783
-8.4557, 76.4268
0.4848, -1.6579
-6.6405, 60.5734
-5.2049, 48.0351
-4.7650, 44.1926
7.3923, -61.9877
-3.6168, 34.1644
-4.5145, 42.0046
-0.4509, 6.5144
-5.3987, 49.7272
3.1027, -24.5231
-0.5955, 7.7768
4.4966, -36.6968
-0.1390, 3.7903
2.9601, -23.2774
-5.2638, 48.5494
-0.2377, 4.6519
6.7615, -56.4778
-2.0063, 20.0989
-5.9196, 54.2772
4.4818, -36.5676
-3.0908, 29.5705
1.9685, -14.6168
-5.6339, 51.7819
-0.0638, 3.1328
1.3908, -9.5715
-0.7887, 9.4642
3.7814, -30.4505
3.4892, -27.8980
-0.3573, 5.6965
-7.4093, 67.2880
0.6194, -2.8334
-3.9138, 36.7585
3.2894, -26.1537
-8.8016, 79.4479
-0.5079, 7.0120
-0.7322, 8.9707
-6.0914, 55.7774
-3.0324, 29.0609
-4.0238, 37.7192
0.2433, 0.4506
-0.4122, 6.1762
-0.0688, 3.1767
8.8408, -74.6381
-4.2130, 39.3715
0.4678, -1.5101
4.7467, -38.8809
-2.2867, 22.5480
5.9368, -49.2754
-0.9655, 11.0086
-1.3111, 14.0265
-8.3547, 75.5451
5.6794, -47.0276
-7.0775, 64.3903
0.9116, -5.3857
3.1346, -24.8014
4.9511, -40.6663
3.6622, -29.4094
8.5231, -71.8636
-3.2097, 30.6092
0.5759, -2.4542
-4.0963, 38.3528
4.3715, -35.6040
4.5978, -37.5810
0.2996, -0.0411
-2.0021, 20.0624
1.2056, -7.9534
-0.9173, 10.5875
3.7510, -30.1844
-1.1412, 12.5430
3.5870, -28.7521
0.8187, -4.5748
0.9607, -5.8144
-1.5498, 16.1113
2.0636, -15.4473
-1.9938, 19.9898
-2.5979, 25.2658
-2.1269, 21.1524
-3.6476, 34.4333
-1.5595, 16.1963
3.6775, -29.5425
-6.8738, 62.6112
0.1904, 0.9128
-8.4901, 76.7273
2.4512, -18.8325
-2.7782, 26.8401
3.3299, -26.5072
-4.3895, 40.9131
-1.1921, 12.9878
2.6868, -20.8905
-8.1484, 73.7431
-6.7245, 61.3072
3.9808, -32.1919
-4.7922, 44.4304
0.2282, 0.5829
8.4890, -71.5662
-1.4457, 15.2021
-7.7430, 70.2026
2.2235, -16.8439
-3.1919, 30.4532
-3.3705, 32.0133
7.6077, -63.8689
3.9880, -32.2550
-7.5872, 68.8416
-8.2118, 74.2970
4.8782, -40.0293
1.3766, -9.4475
0.5939, -2.6112
6.1292, -50.9556
-4.6815, 43.4636
6.1793, -51.3932
-0.6319, 8.0949
6.4886, -54.0946
2.7817, -21.7191
-1.6468, 16.9587
-3.0171, 28.9270
1.0596, -6.6784
-4.1262, 38.6136
-1.4811, 15.5117
-0.7763, 9.3560
8.0851, -68.0385
-8.9202, 80.4841
-0.9180, 10.5941
0.6701, -3.2764
3.2232, -25.5752
1.7252, -12.4916
-1.6082, 16.6216
6.0555, -50.3118
2.4897, -19.1686
6.8855, -57.5608
1.0451, -6.5521
0.5561, -2.2810
2.1996, -16.6349
0.0774, 1.9002
-5.8278, 53.4748
-3.4932, 33.0851
-2.8146, 27.1580
4.5583, -37.2358
4.1828, -33.9558
-1.9247, 19.3859
-1.5019, 15.6934
-3.7092, 34.9715
-6.9469, 63.2491
3.6509, -29.3108
1.5151, -10.6568
4.6198, -37.7725
2.0360, -15.2067
2.5358, -19.5713
0.0273, 2.3373
-1.9277, 19.4119
4.2996, -34.9764
6.4786, -54.0071
4.2743, -34.7552
0.6375, -2.9918
6.6898, -55.8520
-2.5457, 24.8100
5.7296, -47.4655
-1.2532, 13.5215
-4.5881, 42.6478
2.4054, -18.4326
4.2274, -34.3456
5.0623, -41.6374
3.3863, -26.9997
7.8400, -65.8978
6.1488, -51.1265
-3.1533, 30.1168
1.8951, -13.9754
3.8257, -30.8370
0.3825, -0.7647
6.3454, -52.8440
5.3254, -43.9350
1.2518, -8.3573
-3.6006, 34.0231
-0.6949, 8.6453
3.2452, -25.7674
2.5588, -19.7723
1.1083, -7.1035
-1.3789, 14.6187
4.3737, -35.6233
3.7837, -30.4707
4.3838, -35.7120
4.5837, -37.4572
6.4497, -53.7551
1.7622, -12.8146
1.9702, -14.6313
3.1923, -25.3050
-3.7712, 35.5131
-2.1856, 21.6647
7.9268, -66.6554
-0.2668, 4.9062
-0.1328, 3.7357
1.1206, -7.2108
-4.3276, 40.3727
-0.6326, 8.1008
-1.0359, 11.6232
-5.9644, 54.6686
-7.7102, 69.9156
5.3184, -43.8739
-0.2906, 5.1142
-1.4056, 14.8519
1.0558, -6.6452
0.2654, 0.2578
-7.3043, 66.3708
1.5515, -10.9743
-0.4771, 6.7427
-0.6926, 8.6253
-0.8410, 9.9212
-0.1748, 4.1025
4.1128, -33.3451
3.8390, -30.9537
0.1300, 1.4403
2.8071, -21.9411
-6.4522, 58.9290
-3.7480, 35.3105
-3.7706, 35.5080
-4.0371, 37.8355
1.3821, -9.4953
